response_id,time,regularly_play,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_7,percent_8,percent_9,hours_1,hours_2,hours_3,hours_4,hours_5,hours_6,hours_7,hours_8,hours_9,total_hours,total_percent,single_multi_1,single_multi_2,single_multi_3,single_multi_4,single_multi_5,single_multi_6,single_multi_7,single_multi_8,single_multi_9
R_3Gg2Ve4XnzJBPL1,after,yes,0,0,50,50,0,0,0,0,0,0,0,45,45,0,0,0,0,0,90,100,NA,alone,alone,multiplayer,NA,NA,NA,NA,NA
R_2fIesR987yHKjDw,before,yes,0,10,90,0,0,0,0,0,0,0,0.8,7.2,0,0,0,0,0,0,8,100,alone,NA,alone,NA,NA,NA,NA,NA,NA
R_2fIesR987yHKjDw,after,yes,0,0,100,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,100,NA,NA,multiplayer,NA,NA,NA,NA,NA,NA
R_3G0VtsBQfB5T8jI,before,yes,0,0,0,50,0,50,0,0,0,0,0,0,6.5,0,6.5,0,0,0,13,100,NA,NA,NA,multiplayer,NA,alone,NA,NA,NA
R_3G0VtsBQfB5T8jI,after,yes,0,0,50,50,0,0,0,0,0,0,0,7.000000000000001,7.000000000000001,0,0,0,0,0,14.000000000000002,100,NA,NA,NA,multiplayer,NA,alone,NA,NA,NA
R_2QAK9Z7h7xDhFpT,before,yes,0,0,0,80,0,5,15,0,0,0,0,0,64,0,4,12,0,0,80,100,NA,NA,NA,multiplayer,NA,multiplayer,alone,NA,NA
R_2QAK9Z7h7xDhFpT,after,yes,0,0,10,70,0,10,10,0,0,0,0,15,105,0,15,15,0,0,150,100,NA,NA,multiplayer,multiplayer,NA,multiplayer,multiplayer,NA,NA
R_1NfE7qpbaFYk306,before,yes,0,5,0,45,2,0,15,33,0,0,2,0,18,0.8,0,6,13.200000000000001,0,40,100,NA,alone,NA,multiplayer,alone,NA,alone,multiplayer,NA
R_1NfE7qpbaFYk306,after,yes,0,0,0,35,0,0,10,55,0,0,0,0,12.25,0,0,3.5,19.25,0,35,100,NA,NA,NA,multiplayer,NA,NA,multiplayer,multiplayer,NA
R_1pYYllRKHfnN46F,before,yes,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,6,0,6,100,NA,NA,NA,NA,NA,NA,NA,multiplayer,NA
R_1pYYllRKHfnN46F,after,yes,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14.000000000000002,0,14.000000000000002,100,NA,NA,NA,NA,NA,NA,NA,alone,NA
R_WerDtRBiVK6hlnP,before,yes,0,15,15,15,15,30,0,10,0,0,3,3,3,3,6,0,2,0,20,100,NA,alone,alone,multiplayer,alone,alone,NA,alone,NA
R_WerDtRBiVK6hlnP,after,yes,0,0,20,20,25,10,0,25,0,0,0,6,6,7.5,3,0,7.5,0,30,100,NA,NA,alone,multiplayer,alone,alone,NA,multiplayer,NA
R_2cdROg831T1vhEC,before,yes,0,10,10,30,0,0,10,0,0,0,6,6,18,0,0,6,0,0,36,60,NA,alone,alone,multiplayer,NA,NA,multiplayer,NA,NA
R_2cdROg831T1vhEC,after,yes,0,5,35,20,0,0,0,0,0,0,3,21,12,0,0,0,0,0,36,60,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_p5CA0SZn571DSEN,before,yes,0,50,0,0,10,30,0,0,10,0,7.5,0,0,1.5,4.5,0,0,1.5,15,100,NA,alone,NA,NA,multiplayer,alone,NA,NA,alone
R_p5CA0SZn571DSEN,after,yes,0,45,0,0,5,30,0,10,10,0,11.25,0,0,1.25,7.5,0,2.5,2.5,25,100,NA,alone,NA,NA,multiplayer,alone,NA,multiplayer,alone
R_2CvKeTojbEMdWFy,before,yes,0,0,100,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,100,NA,NA,alone,NA,NA,NA,NA,NA,NA
R_2CvKeTojbEMdWFy,after,yes,0,10,50,20,0,0,0,20,0,0,3,15,6,0,0,0,6,0,30,100,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_3hywX9R1oSIynmb,before,yes,0,20,25,40,0,0,0,15,0,0,3,3.75,6,0,0,0,2.25,0,15,100,NA,alone,multiplayer,multiplayer,NA,alone,NA,multiplayer,NA
R_3hywX9R1oSIynmb,after,yes,0,0,40,35,0,15,0,10,0,0,0,16,14,0,6,0,4,0,40,100,NA,NA,multiplayer,multiplayer,NA,multiplayer,NA,multiplayer,NA
R_27ExcEAbe7WWZAY,before,yes,0,0,20,10,10,60,0,0,0,0,0,3,1.5,1.5,9,0,0,0,15,100,NA,NA,alone,alone,multiplayer,alone,NA,NA,NA
R_27ExcEAbe7WWZAY,after,yes,0,5,0,0,15,80,0,0,0,0,1,0,0,3,16,0,0,0,20,100,NA,alone,NA,NA,multiplayer,alone,NA,NA,NA
R_cTISqj1k1d4BAOd,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alone,NA,alone,NA,multiplayer,alone,NA,alone,NA
R_cTISqj1k1d4BAOd,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alone,NA,alone,NA,multiplayer,alone,NA,alone,alone
R_3OEuDPyfhuyKTkd,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,multiplayer,multiplayer,multiplayer,NA,alone,alone,multiplayer,alone
R_3OEuDPyfhuyKTkd,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,multiplayer,multiplayer,multiplayer,alone,alone,alone,alone,alone
R_1H78Zq7MMV4bmUw,before,yes,0,0,0,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_1H78Zq7MMV4bmUw,after,yes,0,20,0,80,0,0,0,0,0,0,9,0,36,0,0,0,0,0,45,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_3HpP9AcM8KfmlN5,before,yes,0,20,40,20,0,20,0,0,0,0,2.4,4.8,2.4,0,2.4,0,0,0,12,100,NA,multiplayer,alone,multiplayer,NA,alone,NA,NA,NA
R_3HpP9AcM8KfmlN5,after,yes,0,40,40,0,0,20,0,0,0,0,11.200000000000001,11.200000000000001,0,0,5.6000000000000005,0,0,0,28.000000000000004,100,NA,multiplayer,alone,NA,NA,alone,NA,NA,NA
R_1MXmVmetdFpHiB4,before,yes,0,75,0,0,0,0,10,15,0,0,4.5,0,0,0,0,0.6,0.8999999999999999,0,6,100,alone,alone,NA,NA,NA,NA,multiplayer,alone,NA
R_1MXmVmetdFpHiB4,after,yes,0,80,0,0,0,0,20,0,0,0,20,0,0,0,0,5,0,0,25,100,NA,alone,NA,NA,NA,NA,multiplayer,NA,NA
R_1FxCH5IloFh2zpE,before,yes,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_1FxCH5IloFh2zpE,after,yes,0,0,0,20,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,3.8,20,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_1Cy9Qzx0gi4C0n2,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,NA,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_1Cy9Qzx0gi4C0n2,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_4IVTY228ghNiU4V,before,yes,0,0,3,0,0,0,2,5,0,0,0,0.30000000000000004,0,0,0,0.2,0.5,0,1,10,alone,alone,alone,NA,NA,alone,alone,alone,alone
R_4IVTY228ghNiU4V,after,yes,0,3,5,2,0,0,10,10,0,0,0.8699999999999999,1.45,0.58,0,0,2.9,2.9,0,8.7,30,alone,alone,alone,alone,alone,alone,alone,NA,NA
R_2aPMplerpF4rJU8,before,yes,0,20,0,0,0,0,0,40,0,0,12,0,0,0,0,0,24,0,36,60,alone,alone,alone,alone,alone,alone,alone,alone,alone
R_2aPMplerpF4rJU8,after,yes,0,50,0,0,0,0,0,70,0,0,61,0,0,0,0,0,85.39999999999999,0,146.39999999999998,120,NA,alone,alone,alone,alone,alone,alone,alone,alone
R_3PAINhZstYwZKnG,before,yes,0,30,0,0,10,0,30,30,0,0,1.7999999999999998,0,0,0.6,0,1.7999999999999998,1.7999999999999998,0,5.999999999999999,100,NA,alone,NA,NA,alone,NA,alone,alone,NA
R_3PAINhZstYwZKnG,after,yes,0,0,0,0,10,0,50,40,0,0,0,0,0,5.5,0,27.500000000000004,22,0,55,100,NA,NA,NA,NA,alone,NA,alone,alone,NA
R_RzB3YPB2gpL3ylr,before,yes,0,10,10,0,0,80,0,0,0,0,3.5,3.5,0,0,28,0,0,0,35,100,NA,alone,alone,NA,NA,alone,NA,NA,NA
R_RzB3YPB2gpL3ylr,after,yes,0,40,30,0,0,30,0,0,0,0,18,13.5,0,0,13.5,0,0,0,45,100,NA,alone,alone,NA,NA,alone,NA,NA,NA
R_BueCPimsWc9Utd7,before,yes,0,40,0,30,30,0,0,0,0,0,4.8,0,3.5999999999999996,3.5999999999999996,0,0,0,0,12,100,NA,alone,NA,multiplayer,alone,NA,NA,NA,NA
R_BueCPimsWc9Utd7,after,yes,0,70,0,20,10,0,0,0,0,0,16.8,0,4.8,2.4,0,0,0,0,24,100,NA,alone,NA,multiplayer,alone,NA,NA,NA,NA
R_2Clwma6pSIEIvrW,before,yes,0,0,75,0,0,25,0,0,0,0,0,5.250000000000001,0,0,1.7500000000000002,0,0,0,7.000000000000001,100,NA,NA,alone,NA,NA,alone,NA,NA,NA
R_2Clwma6pSIEIvrW,after,yes,0,0,100,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,100,NA,NA,multiplayer,NA,NA,NA,NA,NA,NA
R_3iWtUWUbIxPab5K,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_3iWtUWUbIxPab5K,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_2CB7Tu6CfOt3tUN,before,yes,0,10,30,60,0,0,0,0,0,0,2.5,7.5,15,0,0,0,0,0,25,100,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_2CB7Tu6CfOt3tUN,after,yes,0,10,20,70,0,0,0,0,0,0,6.1,12.2,42.699999999999996,0,0,0,0,0,60.99999999999999,100,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_2ARphcLKbG8pCbs,before,yes,0,80,20,0,0,0,0,0,0,0,1.6,0.4,0,0,0,0,0,0,2,100,NA,alone,multiplayer,NA,NA,NA,NA,NA,NA
R_2ARphcLKbG8pCbs,after,yes,0,40,60,0,0,0,0,0,0,0,3.2,4.8,0,0,0,0,0,0,8,100,NA,alone,multiplayer,NA,NA,NA,NA,NA,NA
R_3DcJPhdo2DHBes3,before,yes,0,0,0,70,0,0,0,30,0,0,0,0,7,0,0,0,3,0,10,100,NA,NA,NA,multiplayer,NA,NA,NA,alone,NA
R_3DcJPhdo2DHBes3,after,yes,0,0,0,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,100,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_3EjaJDRhLy9xsUT,before,yes,0,20,30,0,0,50,0,0,0,0,14,21,0,0,35,0,0,0,70,100,NA,alone,alone,NA,NA,multiplayer,NA,NA,NA
R_3EjaJDRhLy9xsUT,after,yes,0,20,20,10,0,50,0,0,0,0,18,18,9,0,45,0,0,0,90,100,NA,alone,alone,alone,NA,multiplayer,NA,NA,NA
R_1GKJM6pEM2FrpLP,before,yes,10,40,20,15,0,15,0,0,0,1.4000000000000001,5.6000000000000005,2.8000000000000003,2.1,0,2.1,0,0,0,14.000000000000002,100,alone,alone,alone,alone,NA,alone,NA,NA,NA
R_1GKJM6pEM2FrpLP,after,yes,20,25,25,15,0,15,0,0,0,5.8,7.249999999999999,7.249999999999999,4.35,0,4.35,0,0,0,28.999999999999996,100,alone,alone,alone,alone,NA,alone,NA,NA,NA
R_2bVGOK2omxjKHpn,before,yes,0,0,30,30,0,40,0,0,0,0,0,3,3,0,4,0,0,0,10,100,NA,NA,alone,alone,NA,alone,NA,NA,NA
